a34aZAEA8itk964601,Одноклеточные,"fd48CQEA8itk0,0,0,-7,0,0,0,120",TN3,1
41fcZAEA8itk964602,Одноклеточные,"fd48CQEA8itk0,0,0,-7,0,0,0,120",TN3,2
13f0ZAEA8itk964603,Одноклеточные,"fd48CQEA8itk0,0,0,-7,0,0,0,120",TN3,3
bf30ZAEA8itk964604,Одноклеточные,"fd48CQEA8itk0,0,0,-7,0,0,0,120",TN3,4
3bb9ZAEA8itk964605,Одноклеточные,"fd48CQEA8itk0,0,0,-7,0,0,0,120",TN3,5
57ffZAEA8itk964609,Растения,"1de4CQEA8itk0,0,-2,0,6,0,0,175",TN3,1
1d5bZAEA8itk964610,Растения,"1de4CQEA8itk0,0,-2,0,6,0,0,175",TN3,2
6bb1ZAEA8itk964611,Растения,"1de4CQEA8itk0,0,-2,0,6,0,0,175",TN3,3
2109ZAEA8itk964612,Растения,"1de4CQEA8itk0,0,-2,0,6,0,0,175",TN3,4
86f9ZAEA8itk964613,Растения,"1de4CQEA8itk0,0,-2,0,6,0,0,175",TN3,5
53f2ZAEA8itk964617,Грибы,"6644CQEA8itk5,0,0,0,6,1,0,200",TN3,1
24a3ZAEA8itk964618,Грибы,"6644CQEA8itk5,0,0,0,6,1,0,200",TN3,2
bc4eZAEA8itk964619,Грибы,"6644CQEA8itk5,0,0,0,6,1,0,200",TN3,3
5dd7ZAEA8itk964620,Грибы,"6644CQEA8itk5,0,0,0,6,1,0,200",TN3,4
1c32ZAEA8itk964621,Грибы,"6644CQEA8itk5,0,0,0,6,1,0,200",TN3,5
8f4fZAEA8itk964633,Моллюски,"1de4CQEA8itk0,0,-2,0,6,0,0,175",TN3,1
d773ZAEA8itk964634,Моллюски,"1de4CQEA8itk0,0,-2,0,6,0,0,175",TN3,2
fa5eZAEA8itk964635,Моллюски,"1de4CQEA8itk0,0,-2,0,6,0,0,175",TN3,3
6041ZAEA8itk964636,Моллюски,"1de4CQEA8itk0,0,-2,0,6,0,0,175",TN3,4
1513ZAEA8itk964637,Моллюски,"1de4CQEA8itk0,0,-2,0,6,0,0,175",TN3,5
625aZAEA8itk964641,Черви,"9ab4CQEA8itk5,0,0,0,6,1,0,190",TN3,1
5fe4ZAEA8itk964642,Черви,"9ab4CQEA8itk5,0,0,0,6,1,0,190",TN3,2
d54cZAEA8itk964643,Черви,"9ab4CQEA8itk5,0,0,0,6,1,0,190",TN3,3
aad0ZAEA8itk964644,Черви,"9ab4CQEA8itk5,0,0,0,6,1,0,190",TN3,4
f3c2ZAEA8itk964645,Черви,"9ab4CQEA8itk5,0,0,0,6,1,0,190",TN3,5
2b82ZAEA8itk964649,Рыбы,"a53aCQEA8itk5,0,0,0,6,1,0,225",TN3,1
2970ZAEA8itk964650,Рыбы,"a53aCQEA8itk5,0,0,0,6,1,0,225",TN3,2
6f16ZAEA8itk964651,Рыбы,"a53aCQEA8itk5,0,0,0,6,1,0,225",TN3,3
f46dZAEA8itk964652,Рыбы,"a53aCQEA8itk5,0,0,0,6,1,0,225",TN3,4
7d19ZAEA8itk964653,Рыбы,"a53aCQEA8itk5,0,0,0,6,1,0,225",TN3,5
ff47ZAEA8itk964657,Рептилии,"8b48CQEA8itk0,0,-2,0,6,0,0,220",TN3,1
7175ZAEA8itk964658,Рептилии,"8b48CQEA8itk0,0,-2,0,6,0,0,220",TN3,2
82daZAEA8itk964659,Рептилии,"8b48CQEA8itk0,0,-2,0,6,0,0,220",TN3,3
ed50ZAEA8itk964660,Рептилии,"8b48CQEA8itk0,0,-2,0,6,0,0,220",TN3,4
2134ZAEA8itk964661,Рептилии,"8b48CQEA8itk0,0,-2,0,6,0,0,220",TN3,5
