6950ZAEA8itk928801,Одноклеточные,"b70eCQEA8itk0,2,0,-4,0,0,2,144",IH1,1
c375ZAEA8itk928802,Одноклеточные,"b70eCQEA8itk0,2,0,-4,0,0,2,144",IH1,2
7165ZAEA8itk928803,Одноклеточные,"b70eCQEA8itk0,2,0,-4,0,0,2,144",IH1,3
8e05ZAEA8itk928804,Одноклеточные,"b70eCQEA8itk0,2,0,-4,0,0,2,144",IH1,4
09ddZAEA8itk928805,Одноклеточные,"b70eCQEA8itk0,2,0,-4,0,0,2,144",IH1,5
cc60ZAEA8itk928809,Растения,"a664CQEA8itk0,2,-5,0,4,0,0,210",IH1,1
a480ZAEA8itk928810,Растения,"a664CQEA8itk0,2,-5,0,4,0,0,210",IH1,2
34f5ZAEA8itk928811,Растения,"a664CQEA8itk0,2,-5,0,4,0,0,210",IH1,3
747fZAEA8itk928812,Растения,"a664CQEA8itk0,2,-5,0,4,0,0,210",IH1,4
b0deZAEA8itk928813,Растения,"a664CQEA8itk0,2,-5,0,4,0,0,210",IH1,5
1de6ZAEA8itk928817,Грибы,"23ecCQEA8itk9,0,0,0,4,1,0,240",IH1,1
0233ZAEA8itk928818,Грибы,"23ecCQEA8itk9,0,0,0,4,1,0,240",IH1,2
9952ZAEA8itk928819,Грибы,"23ecCQEA8itk9,0,0,0,4,1,0,240",IH1,3
4456ZAEA8itk928820,Грибы,"23ecCQEA8itk9,0,0,0,4,1,0,240",IH1,4
2726ZAEA8itk928821,Грибы,"23ecCQEA8itk9,0,0,0,4,1,0,240",IH1,5
cedeZAEA8itk928833,Моллюски,"a664CQEA8itk0,2,-5,0,4,0,0,210",IH1,1
8b9eZAEA8itk928834,Моллюски,"a664CQEA8itk0,2,-5,0,4,0,0,210",IH1,2
9912ZAEA8itk928835,Моллюски,"a664CQEA8itk0,2,-5,0,4,0,0,210",IH1,3
3501ZAEA8itk928836,Моллюски,"a664CQEA8itk0,2,-5,0,4,0,0,210",IH1,4
1fffZAEA8itk928837,Моллюски,"a664CQEA8itk0,2,-5,0,4,0,0,210",IH1,5
815fZAEA8itk928841,Черви,"6e79CQEA8itk9,0,0,0,4,1,0,228",IH1,1
f133ZAEA8itk928842,Черви,"6e79CQEA8itk9,0,0,0,4,1,0,228",IH1,2
315dZAEA8itk928843,Черви,"6e79CQEA8itk9,0,0,0,4,1,0,228",IH1,3
052dZAEA8itk928844,Черви,"6e79CQEA8itk9,0,0,0,4,1,0,228",IH1,4
28b6ZAEA8itk928845,Черви,"6e79CQEA8itk9,0,0,0,4,1,0,228",IH1,5
a679ZAEA8itk928849,Рыбы,"70f5CQEA8itk9,0,0,0,4,1,0,270",IH1,1
4d62ZAEA8itk928850,Рыбы,"70f5CQEA8itk9,0,0,0,4,1,0,270",IH1,2
7121ZAEA8itk928851,Рыбы,"70f5CQEA8itk9,0,0,0,4,1,0,270",IH1,3
2450ZAEA8itk928852,Рыбы,"70f5CQEA8itk9,0,0,0,4,1,0,270",IH1,4
52beZAEA8itk928853,Рыбы,"70f5CQEA8itk9,0,0,0,4,1,0,270",IH1,5
5cc2ZAEA8itk928857,Рептилии,"ac65CQEA8itk0,2,-5,0,4,0,0,264",IH1,1
d1eeZAEA8itk928858,Рептилии,"ac65CQEA8itk0,2,-5,0,4,0,0,264",IH1,2
908dZAEA8itk928859,Рептилии,"ac65CQEA8itk0,2,-5,0,4,0,0,264",IH1,3
a073ZAEA8itk928860,Рептилии,"ac65CQEA8itk0,2,-5,0,4,0,0,264",IH1,4
7ba5ZAEA8itk928861,Рептилии,"ac65CQEA8itk0,2,-5,0,4,0,0,264",IH1,5
