c421ZAEA8itk909925,Членистоногие,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,1
e954ZAEA8itk909926,Членистоногие,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,2
56d6ZAEA8itk909927,Членистоногие,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,3
42f0ZAEA8itk909928,Членистоногие,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,4
ae6fZAEA8itk909929,Членистоногие,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,5
f4afZAEA8itk909933,Моллюски,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,1
552dZAEA8itk909934,Моллюски,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,2
2686ZAEA8itk909935,Моллюски,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,3
7f5eZAEA8itk909936,Моллюски,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,4
4617ZAEA8itk909937,Моллюски,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,5
1b95ZAEA8itk909949,Рыбы,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,1
b6d1ZAEA8itk909950,Рыбы,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,2
8b5bZAEA8itk909951,Рыбы,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,3
e2beZAEA8itk909952,Рыбы,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,4
2e9bZAEA8itk909953,Рыбы,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,5
1be6ZAEA8itk909965,Птицы,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,1
b249ZAEA8itk909966,Птицы,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,2
b8f9ZAEA8itk909967,Птицы,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,3
7dd6ZAEA8itk909968,Птицы,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,4
205bZAEA8itk909969,Птицы,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,5
115fZAEA8itk909973,Млекопитающие,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,1
9ee3ZAEA8itk909974,Млекопитающие,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,2
df4bZAEA8itk909975,Млекопитающие,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,3
e9cfZAEA8itk909976,Млекопитающие,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,4
7f1eZAEA8itk909977,Млекопитающие,"8da8CQEA8itk0,0,0,0,0,0,0,0",TU0,5
