080aZAEA8itk968701,Одноклеточные,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,1
9b41ZAEA8itk968702,Одноклеточные,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,2
5011ZAEA8itk968703,Одноклеточные,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,3
4894ZAEA8itk968704,Одноклеточные,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,4
f060ZAEA8itk968705,Одноклеточные,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,5
34fdZAEA8itk968709,Растения,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,1
8915ZAEA8itk968710,Растения,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,2
84a8ZAEA8itk968711,Растения,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,3
4f2eZAEA8itk968712,Растения,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,4
9836ZAEA8itk968713,Растения,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,5
759bZAEA8itk968717,Грибы,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,1
effaZAEA8itk968718,Грибы,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,2
274bZAEA8itk968719,Грибы,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,3
da5fZAEA8itk968720,Грибы,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,4
76efZAEA8itk968721,Грибы,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,5
7639ZAEA8itk968733,Моллюски,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,1
776dZAEA8itk968734,Моллюски,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,2
8562ZAEA8itk968735,Моллюски,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,3
dbd0ZAEA8itk968736,Моллюски,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,4
b09eZAEA8itk968737,Моллюски,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,5
931dZAEA8itk968741,Черви,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,1
86f1ZAEA8itk968742,Черви,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,2
c5f7ZAEA8itk968743,Черви,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,3
d455ZAEA8itk968744,Черви,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,4
e496ZAEA8itk968745,Черви,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,5
21b3ZAEA8itk968749,Рыбы,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,1
8874ZAEA8itk968750,Рыбы,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,2
a607ZAEA8itk968751,Рыбы,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,3
11a3ZAEA8itk968752,Рыбы,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,4
c42aZAEA8itk968753,Рыбы,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,5
8affZAEA8itk968757,Рептилии,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,1
e70aZAEA8itk968758,Рептилии,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,2
738dZAEA8itk968759,Рептилии,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,3
2ba3ZAEA8itk968760,Рептилии,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,4
1a38ZAEA8itk968761,Рептилии,"8da8CQEA8itk0,0,0,0,0,0,0,0",EO8,5
