d14cZAEA8itk935001,Одноклеточные,"e09bCQEA8itk0,-3,0,4,0,0,-3,144",ZL6,1
8c0fZAEA8itk935002,Одноклеточные,"e09bCQEA8itk0,-3,0,4,0,0,-3,144",ZL6,2
f315ZAEA8itk935003,Одноклеточные,"e09bCQEA8itk0,-3,0,4,0,0,-3,144",ZL6,3
e417ZAEA8itk935004,Одноклеточные,"e09bCQEA8itk0,-3,0,4,0,0,-3,144",ZL6,4
be41ZAEA8itk935005,Одноклеточные,"e09bCQEA8itk0,-3,0,4,0,0,-3,144",ZL6,5
ffb9ZAEA8itk935009,Растения,"e95eCQEA8itk0,-3,-5,0,-8,0,0,210",ZL6,1
d4f1ZAEA8itk935010,Растения,"e95eCQEA8itk0,-3,-5,0,-8,0,0,210",ZL6,2
5a23ZAEA8itk935011,Растения,"e95eCQEA8itk0,-3,-5,0,-8,0,0,210",ZL6,3
13fbZAEA8itk935012,Растения,"e95eCQEA8itk0,-3,-5,0,-8,0,0,210",ZL6,4
dbf1ZAEA8itk935013,Растения,"e95eCQEA8itk0,-3,-5,0,-8,0,0,210",ZL6,5
def9ZAEA8itk935033,Моллюски,"e95eCQEA8itk0,-3,-5,0,-8,0,0,210",ZL6,1
e480ZAEA8itk935034,Моллюски,"e95eCQEA8itk0,-3,-5,0,-8,0,0,210",ZL6,2
28ddZAEA8itk935035,Моллюски,"e95eCQEA8itk0,-3,-5,0,-8,0,0,210",ZL6,3
859dZAEA8itk935036,Моллюски,"e95eCQEA8itk0,-3,-5,0,-8,0,0,210",ZL6,4
33e5ZAEA8itk935037,Моллюски,"e95eCQEA8itk0,-3,-5,0,-8,0,0,210",ZL6,5
6b0fZAEA8itk935041,Черви,"2436CQEA8itk5,0,0,0,-8,-3,0,228",ZL6,1
6840ZAEA8itk935042,Черви,"2436CQEA8itk5,0,0,0,-8,-3,0,228",ZL6,2
d485ZAEA8itk935043,Черви,"2436CQEA8itk5,0,0,0,-8,-3,0,228",ZL6,3
ec06ZAEA8itk935044,Черви,"2436CQEA8itk5,0,0,0,-8,-3,0,228",ZL6,4
bb6aZAEA8itk935045,Черви,"2436CQEA8itk5,0,0,0,-8,-3,0,228",ZL6,5
99e4ZAEA8itk935065,Птицы,"1e9bCQEA8itk0,-3,0,4,0,0,-3,282",ZL6,1
0c8dZAEA8itk935066,Птицы,"1e9bCQEA8itk0,-3,0,4,0,0,-3,282",ZL6,2
59bdZAEA8itk935067,Птицы,"1e9bCQEA8itk0,-3,0,4,0,0,-3,282",ZL6,3
da31ZAEA8itk935068,Птицы,"1e9bCQEA8itk0,-3,0,4,0,0,-3,282",ZL6,4
02f3ZAEA8itk935069,Птицы,"1e9bCQEA8itk0,-3,0,4,0,0,-3,282",ZL6,5
